Destination,Currency,Subrate,Amount
Thailand (2018),SEK,Normalbelopp,475
Thailand (2018),SEK,Breakfast,-71.25
Thailand (2018),SEK,Lunch,-166.25
Thailand (2018),SEK,Dinner,-166.25
Thailand (2019),SEK,Normalbelopp,525
Thailand (2019),SEK,Breakfast,-78.75
Thailand (2019),SEK,Lunch,-183.75
Thailand (2019),SEK,Dinner,-183.75
Thailand (2020),SEK,Normalbelopp,617
Thailand (2020),SEK,Breakfast,-92.55
Thailand (2020),SEK,Lunch,-215.95
Thailand (2020),SEK,Dinner,-215.95
Tjeckien (2018),SEK,Normalbelopp,388
Tjeckien (2018),SEK,Breakfast,-58.2
Tjeckien (2018),SEK,Lunch,-135.8
Tjeckien (2018),SEK,Dinner,-135.8
Tjeckien (2019),SEK,Normalbelopp,417
Tjeckien (2019),SEK,Breakfast,-62.55
Tjeckien (2019),SEK,Lunch,-145.95
Tjeckien (2019),SEK,Dinner,-145.95
Tjeckien (2020),SEK,Normalbelopp,436
Tjeckien (2020),SEK,Breakfast,-65.4
Tjeckien (2020),SEK,Lunch,-152.6
Tjeckien (2020),SEK,Dinner,-152.6
Togo (2018),SEK,Normalbelopp,438
Togo (2018),SEK,Breakfast,-65.7
Togo (2018),SEK,Lunch,-153.3
Togo (2018),SEK,Dinner,-153.3
Togo (2019),SEK,Normalbelopp,457
Togo (2019),SEK,Breakfast,-68.55
Togo (2019),SEK,Lunch,-159.95
Togo (2019),SEK,Dinner,-159.95
Togo (2020),SEK,Normalbelopp,482
Togo (2020),SEK,Breakfast,-72.3
Togo (2020),SEK,Lunch,-168.7
Togo (2020),SEK,Dinner,-168.7
Tonga (2018),SEK,Normalbelopp,380
Tonga (2018),SEK,Breakfast,-57
Tonga (2018),SEK,Lunch,-133
Tonga (2018),SEK,Dinner,-133
Tonga (2019),SEK,Normalbelopp,435
Tonga (2019),SEK,Breakfast,-65.25
Tonga (2019),SEK,Lunch,-152.25
Tonga (2019),SEK,Dinner,-152.25
Tonga (2020),SEK,Normalbelopp,455
Tonga (2020),SEK,Breakfast,-68.25
Tonga (2020),SEK,Lunch,-159.25
Tonga (2020),SEK,Dinner,-159.25
Trinidad och Tobago (2018),SEK,Normalbelopp,674
Trinidad och Tobago (2018),SEK,Breakfast,-101.1
Trinidad och Tobago (2018),SEK,Lunch,-235.9
Trinidad och Tobago (2018),SEK,Dinner,-235.9
Trinidad och Tobago (2019),SEK,Normalbelopp,728
Trinidad och Tobago (2019),SEK,Breakfast,-109.2
Trinidad och Tobago (2019),SEK,Lunch,-254.8
Trinidad och Tobago (2019),SEK,Dinner,-254.8
Trinidad och Tobago (2020),SEK,Normalbelopp,757
Trinidad och Tobago (2020),SEK,Breakfast,-113.55
Trinidad och Tobago (2020),SEK,Lunch,-264.95
Trinidad och Tobago (2020),SEK,Dinner,-264.95
Tunisien (2018),SEK,Normalbelopp,282
Tunisien (2018),SEK,Breakfast,-42.3
Tunisien (2018),SEK,Lunch,-98.7
Tunisien (2018),SEK,Dinner,-98.7
Tunisien (2019),SEK,Normalbelopp,240
Tunisien (2019),SEK,Breakfast,-36
Tunisien (2019),SEK,Lunch,-84
Tunisien (2019),SEK,Dinner,-84
Tunisien (2020),SEK,Normalbelopp,251
Tunisien (2020),SEK,Breakfast,-37.65
Tunisien (2020),SEK,Lunch,-87.85
Tunisien (2020),SEK,Dinner,-87.85
Turkiet (2018),SEK,Normalbelopp,274
Turkiet (2018),SEK,Breakfast,-41.1
Turkiet (2018),SEK,Lunch,-95.9
Turkiet (2018),SEK,Dinner,-95.9
Turkiet (2019),SEK,Normalbelopp,230
Turkiet (2019),SEK,Breakfast,-34.5
Turkiet (2019),SEK,Lunch,-80.5
Turkiet (2019),SEK,Dinner,-80.5
Turkiet (2020),SEK,Normalbelopp,251
Turkiet (2020),SEK,Breakfast,-37.65
Turkiet (2020),SEK,Lunch,-87.85
Turkiet (2020),SEK,Dinner,-87.85
Turkmenistan (2018),SEK,Normalbelopp,395
Turkmenistan (2018),SEK,Breakfast,-59.25
Turkmenistan (2018),SEK,Lunch,-138.25
Turkmenistan (2018),SEK,Dinner,-138.25
Turkmenistan (2019),SEK,Normalbelopp,473
Turkmenistan (2019),SEK,Breakfast,-70.95
Turkmenistan (2019),SEK,Lunch,-165.55
Turkmenistan (2019),SEK,Dinner,-165.55
Turkmenistan (2020),SEK,Normalbelopp,560
Turkmenistan (2020),SEK,Breakfast,-84
Turkmenistan (2020),SEK,Lunch,-196
Turkmenistan (2020),SEK,Dinner,-196
Tyskland (2018),SEK,Normalbelopp,620
Tyskland (2018),SEK,Breakfast,-93
Tyskland (2018),SEK,Lunch,-217
Tyskland (2018),SEK,Dinner,-217
Tyskland (2019),SEK,Normalbelopp,646
Tyskland (2019),SEK,Breakfast,-96.9
Tyskland (2019),SEK,Lunch,-226.1
Tyskland (2019),SEK,Dinner,-226.1
Tyskland (2020),SEK,Normalbelopp,668
Tyskland (2020),SEK,Breakfast,-100.2
Tyskland (2020),SEK,Lunch,-233.8
Tyskland (2020),SEK,Dinner,-233.8
Uganda (2018),SEK,Normalbelopp,243
Uganda (2018),SEK,Breakfast,-36.45
Uganda (2018),SEK,Lunch,-85.05
Uganda (2018),SEK,Dinner,-85.05
Uganda (2019),SEK,Normalbelopp,267
Uganda (2019),SEK,Breakfast,-40.05
Uganda (2019),SEK,Lunch,-93.45
Uganda (2019),SEK,Dinner,-93.45
Uganda (2020),SEK,Normalbelopp,321
Uganda (2020),SEK,Breakfast,-48.15
Uganda (2020),SEK,Lunch,-112.35
Uganda (2020),SEK,Dinner,-112.35
Ukraina (2018),SEK,Normalbelopp,257
Ukraina (2018),SEK,Breakfast,-38.55
Ukraina (2018),SEK,Lunch,-89.95
Ukraina (2018),SEK,Dinner,-89.95
Ukraina (2019),SEK,Normalbelopp,278
Ukraina (2019),SEK,Breakfast,-41.7
Ukraina (2019),SEK,Lunch,-97.3
Ukraina (2019),SEK,Dinner,-97.3
Ukraina (2020),SEK,Normalbelopp,356
Ukraina (2020),SEK,Breakfast,-53.4
Ukraina (2020),SEK,Lunch,-124.6
Ukraina (2020),SEK,Dinner,-124.6
Ungern (2018),SEK,Normalbelopp,393
Ungern (2018),SEK,Breakfast,-58.95
Ungern (2018),SEK,Lunch,-137.55
Ungern (2018),SEK,Dinner,-137.55
Ungern (2019),SEK,Normalbelopp,417
Ungern (2019),SEK,Breakfast,-62.55
Ungern (2019),SEK,Lunch,-145.95
Ungern (2019),SEK,Dinner,-145.95
Ungern (2020),SEK,Normalbelopp,436
Ungern (2020),SEK,Breakfast,-65.4
Ungern (2020),SEK,Lunch,-152.6
Ungern (2020),SEK,Dinner,-152.6
Uruguay (2018),SEK,Normalbelopp,503
Uruguay (2018),SEK,Breakfast,-75.45
Uruguay (2018),SEK,Lunch,-176.05
Uruguay (2018),SEK,Dinner,-176.05
Uruguay (2019),SEK,Normalbelopp,495
Uruguay (2019),SEK,Breakfast,-74.25
Uruguay (2019),SEK,Lunch,-173.25
Uruguay (2019),SEK,Dinner,-173.25
Uruguay (2020),SEK,Normalbelopp,479
Uruguay (2020),SEK,Breakfast,-71.85
Uruguay (2020),SEK,Lunch,-167.65
Uruguay (2020),SEK,Dinner,-167.65
USA (2018),SEK,Normalbelopp,689
USA (2018),SEK,Breakfast,-103.35
USA (2018),SEK,Lunch,-241.15
USA (2018),SEK,Dinner,-241.15
USA (2019),SEK,Normalbelopp,762
USA (2019),SEK,Breakfast,-114.3
USA (2019),SEK,Lunch,-266.7
USA (2019),SEK,Dinner,-266.7
USA (2020),SEK,Normalbelopp,851
USA (2020),SEK,Breakfast,-127.65
USA (2020),SEK,Lunch,-297.85
USA (2020),SEK,Dinner,-297.85
Uzbekistan (2018),SEK,Normalbelopp,230
Uzbekistan (2018),SEK,Breakfast,-34.5
Uzbekistan (2018),SEK,Lunch,-80.5
Uzbekistan (2018),SEK,Dinner,-80.5
Uzbekistan (2019),SEK,Normalbelopp,230
Uzbekistan (2019),SEK,Breakfast,-34.5
Uzbekistan (2019),SEK,Lunch,-80.5
Uzbekistan (2019),SEK,Dinner,-80.5
Uzbekistan (2020),SEK,Normalbelopp,240
Uzbekistan (2020),SEK,Breakfast,-36
Uzbekistan (2020),SEK,Lunch,-84
Uzbekistan (2020),SEK,Dinner,-84
Vanuatu (2018),SEK,Normalbelopp,587
Vanuatu (2018),SEK,Breakfast,-88.05
Vanuatu (2018),SEK,Lunch,-205.45
Vanuatu (2018),SEK,Dinner,-205.45
Vanuatu (2019),SEK,Normalbelopp,626
Vanuatu (2019),SEK,Breakfast,-93.9
Vanuatu (2019),SEK,Lunch,-219.1
Vanuatu (2019),SEK,Dinner,-219.1
Vanuatu (2020),SEK,Normalbelopp,650
Vanuatu (2020),SEK,Breakfast,-97.5
Vanuatu (2020),SEK,Lunch,-227.5
Vanuatu (2020),SEK,Dinner,-227.5
Venezuela (2020),SEK,Normalbelopp,240
Venezuela (2020),SEK,Breakfast,-36
Venezuela (2020),SEK,Lunch,-84
Venezuela (2020),SEK,Dinner,-84
Vietnam (2018),SEK,Normalbelopp,308
Vietnam (2018),SEK,Breakfast,-46.2
Vietnam (2018),SEK,Lunch,-107.8
Vietnam (2018),SEK,Dinner,-107.8
Vietnam (2019),SEK,Normalbelopp,333
Vietnam (2019),SEK,Breakfast,-49.95
Vietnam (2019),SEK,Lunch,-116.55
Vietnam (2019),SEK,Dinner,-116.55
Vietnam (2020),SEK,Normalbelopp,374
Vietnam (2020),SEK,Breakfast,-56.1
Vietnam (2020),SEK,Lunch,-130.9
Vietnam (2020),SEK,Dinner,-130.9
Vitryssland (2018),SEK,Normalbelopp,230
Vitryssland (2018),SEK,Breakfast,-34.5
Vitryssland (2018),SEK,Lunch,-80.5
Vitryssland (2018),SEK,Dinner,-80.5
Vitryssland (2019),SEK,Normalbelopp,233
Vitryssland (2019),SEK,Breakfast,-34.95
Vitryssland (2019),SEK,Lunch,-81.55
Vitryssland (2019),SEK,Dinner,-81.55
Vitryssland (2020),SEK,Normalbelopp,271
Vitryssland (2020),SEK,Breakfast,-40.65
Vitryssland (2020),SEK,Lunch,-94.85
Vitryssland (2020),SEK,Dinner,-94.85
Zambia (2018),SEK,Normalbelopp,355
Zambia (2018),SEK,Breakfast,-53.25
Zambia (2018),SEK,Lunch,-124.25
Zambia (2018),SEK,Dinner,-124.25
Zambia (2019),SEK,Normalbelopp,295
Zambia (2019),SEK,Breakfast,-44.25
Zambia (2019),SEK,Lunch,-103.25
Zambia (2019),SEK,Dinner,-103.25
Zambia (2020),SEK,Normalbelopp,260
Zambia (2020),SEK,Breakfast,-39
Zambia (2020),SEK,Lunch,-91
Zambia (2020),SEK,Dinner,-91
Zimbabwe (2018),SEK,Normalbelopp,511
Zimbabwe (2018),SEK,Breakfast,-76.65
Zimbabwe (2018),SEK,Lunch,-178.85
Zimbabwe (2018),SEK,Dinner,-178.85
Zimbabwe (2019),SEK,Normalbelopp,561
Zimbabwe (2019),SEK,Breakfast,-84.15
Zimbabwe (2019),SEK,Lunch,-196.35
Zimbabwe (2019),SEK,Dinner,-196.35
Zimbabwe (2020),SEK,Normalbelopp,487
Zimbabwe (2020),SEK,Breakfast,-73.05
Zimbabwe (2020),SEK,Lunch,-170.45
Zimbabwe (2020),SEK,Dinner,-170.45
